# This file contains information about the (sequence of) observations in the directory with the same name. 
# Its format is: 
# [Observation_id] [sensor_label] [sensor_pose_x] [sensor_pose_y] [sensor_pose_z] [sensor_pose_yaw] [sensor_pose_pitch] [sensor_pose_roll] [time-stamp] 
# Units for the sensor pose are meters and radians. The tiem-stamp holds the the number of 100-nanosecond intervals since January 1, 1601 (UTC). 
1 HOKUYO1 0.205 0 0.31 0 -0 0 130488728658407399
2 HOKUYO1 0.205 0 0.31 0 -0 0 130488728666467399
3 HOKUYO1 0.205 0 0.31 0 -0 0 130488728674527399
4 HOKUYO1 0.205 0 0.31 0 -0 0 130488728682587399
5 HOKUYO1 0.205 0 0.31 0 -0 0 130488728690657399
6 HOKUYO1 0.205 0 0.31 0 -0 0 130488728698717399
7 HOKUYO1 0.205 0 0.31 0 -0 0 130488728706777399
8 HOKUYO1 0.205 0 0.31 0 -0 0 130488728714847399
9 HOKUYO1 0.205 0 0.31 0 -0 0 130488728722907399
10 HOKUYO1 0.205 0 0.31 0 -0 0 130488728730977399
11 HOKUYO1 0.205 0 0.31 0 -0 0 130488728739037399
12 HOKUYO1 0.205 0 0.31 0 -0 0 130488728747097399
13 HOKUYO1 0.205 0 0.31 0 -0 0 130488728755167399
14 HOKUYO1 0.205 0 0.31 0 -0 0 130488728763237399
15 HOKUYO1 0.205 0 0.31 0 -0 0 130488728771297399
16 HOKUYO1 0.205 0 0.31 0 -0 0 130488728779367399
17 HOKUYO1 0.205 0 0.31 0 -0 0 130488728787447399
18 HOKUYO1 0.205 0 0.31 0 -0 0 130488728795507399
19 HOKUYO1 0.205 0 0.31 0 -0 0 130488728803567399
20 HOKUYO1 0.205 0 0.31 0 -0 0 130488728811637399
21 HOKUYO1 0.205 0 0.31 0 -0 0 130488728819707399
22 HOKUYO1 0.205 0 0.31 0 -0 0 130488728827767399
23 HOKUYO1 0.205 0 0.31 0 -0 0 130488728835837399
24 HOKUYO1 0.205 0 0.31 0 -0 0 130488728843897399
25 HOKUYO1 0.205 0 0.31 0 -0 0 130488728851967399
26 HOKUYO1 0.205 0 0.31 0 -0 0 130488728860037399
27 HOKUYO1 0.205 0 0.31 0 -0 0 130488728868097399
28 HOKUYO1 0.205 0 0.31 0 -0 0 130488728876167399
29 HOKUYO1 0.205 0 0.31 0 -0 0 130488728884227399
30 HOKUYO1 0.205 0 0.31 0 -0 0 130488728892297399
31 HOKUYO1 0.205 0 0.31 0 -0 0 130488728900367399
32 HOKUYO1 0.205 0 0.31 0 -0 0 130488728908427399
33 HOKUYO1 0.205 0 0.31 0 -0 0 130488728916497399
34 HOKUYO1 0.205 0 0.31 0 -0 0 130488728924557399
35 HOKUYO1 0.205 0 0.31 0 -0 0 130488728932617399
36 HOKUYO1 0.205 0 0.31 0 -0 0 130488728940687399
37 HOKUYO1 0.205 0 0.31 0 -0 0 130488728948747399
38 HOKUYO1 0.205 0 0.31 0 -0 0 130488728956817399
39 HOKUYO1 0.205 0 0.31 0 -0 0 130488728964877399
40 HOKUYO1 0.205 0 0.31 0 -0 0 130488728972937399
41 HOKUYO1 0.205 0 0.31 0 -0 0 130488728981007399
42 HOKUYO1 0.205 0 0.31 0 -0 0 130488728989077399
43 HOKUYO1 0.205 0 0.31 0 -0 0 130488728997137399
44 HOKUYO1 0.205 0 0.31 0 -0 0 130488729005197399
45 HOKUYO1 0.205 0 0.31 0 -0 0 130488729013257399
46 HOKUYO1 0.205 0 0.31 0 -0 0 130488729021317399
47 HOKUYO1 0.205 0 0.31 0 -0 0 130488729029377399
48 HOKUYO1 0.205 0 0.31 0 -0 0 130488729037437399
49 HOKUYO1 0.205 0 0.31 0 -0 0 130488729045497399
50 HOKUYO1 0.205 0 0.31 0 -0 0 130488729053567399
51 HOKUYO1 0.205 0 0.31 0 -0 0 130488729061627399
52 HOKUYO1 0.205 0 0.31 0 -0 0 130488729069687399
53 HOKUYO1 0.205 0 0.31 0 -0 0 130488729077747399
54 HOKUYO1 0.205 0 0.31 0 -0 0 130488729085807399
55 HOKUYO1 0.205 0 0.31 0 -0 0 130488729093877399
56 HOKUYO1 0.205 0 0.31 0 -0 0 130488729101937399
57 HOKUYO1 0.205 0 0.31 0 -0 0 130488729109997399
58 HOKUYO1 0.205 0 0.31 0 -0 0 130488729118057399
59 HOKUYO1 0.205 0 0.31 0 -0 0 130488729126127399
60 HOKUYO1 0.205 0 0.31 0 -0 0 130488729134187399
61 HOKUYO1 0.205 0 0.31 0 -0 0 130488729142247399
62 HOKUYO1 0.205 0 0.31 0 -0 0 130488729150307399
63 HOKUYO1 0.205 0 0.31 0 -0 0 130488729158377399
64 HOKUYO1 0.205 0 0.31 0 -0 0 130488729166437399
