# This file contains information about the (sequence of) observations in the directory with the same name. 
# Its format is: 
# [Observation_id] [sensor_label] [sensor_pose_x] [sensor_pose_y] [sensor_pose_z] [sensor_pose_yaw] [sensor_pose_pitch] [sensor_pose_roll] [time-stamp] 
# Units for the sensor pose are meters and radians. The tiem-stamp holds the the number of 100-nanosecond intervals since January 1, 1601 (UTC). 
1 HOKUYO1 0.205 0 0.31 0 -0 0 130984513506628135
2 HOKUYO1 0.205 0 0.31 0 -0 0 130984513507720137
3 HOKUYO1 0.205 0 0.31 0 -0 0 130984513508656138
4 HOKUYO1 0.205 0 0.31 0 -0 0 130984513509748140
5 HOKUYO1 0.205 0 0.31 0 -0 0 130984513510684142
6 HOKUYO1 0.205 0 0.31 0 -0 0 130984513511620143
7 HOKUYO1 0.205 0 0.31 0 -0 0 130984513512712145
8 HOKUYO1 0.205 0 0.31 0 -0 0 130984513513648147
9 HOKUYO1 0.205 0 0.31 0 -0 0 130984513514740149
10 HOKUYO1 0.205 0 0.31 0 -0 0 130984513515676150
11 HOKUYO1 0.205 0 0.31 0 -0 0 130984513516768152
12 HOKUYO1 0.205 0 0.31 0 -0 0 130984513517788152
13 HOKUYO1 0.205 0 0.31 0 -0 0 130984513518798152
14 HOKUYO1 0.205 0 0.31 0 -0 0 130984513519808152
15 HOKUYO1 0.205 0 0.31 0 -0 0 130984513520818152
16 HOKUYO1 0.205 0 0.31 0 -0 0 130984513521828152
17 HOKUYO1 0.205 0 0.31 0 -0 0 130984513522838152
18 HOKUYO1 0.205 0 0.31 0 -0 0 130984513523848152
19 HOKUYO1 0.205 0 0.31 0 -0 0 130984513524868152
20 HOKUYO1 0.205 0 0.31 0 -0 0 130984513525878152
21 HOKUYO1 0.205 0 0.31 0 -0 0 130984513526888152
22 HOKUYO1 0.205 0 0.31 0 -0 0 130984513527898152
23 HOKUYO1 0.205 0 0.31 0 -0 0 130984513528908152
24 HOKUYO1 0.205 0 0.31 0 -0 0 130984513529918152
25 HOKUYO1 0.205 0 0.31 0 -0 0 130984513530928152
26 HOKUYO1 0.205 0 0.31 0 -0 0 130984513531938152
27 HOKUYO1 0.205 0 0.31 0 -0 0 130984513532948152
28 HOKUYO1 0.205 0 0.31 0 -0 0 130984513533958152
29 HOKUYO1 0.205 0 0.31 0 -0 0 130984513534968152
30 HOKUYO1 0.205 0 0.31 0 -0 0 130984513535978152
31 HOKUYO1 0.205 0 0.31 0 -0 0 130984513536988152
32 HOKUYO1 0.205 0 0.31 0 -0 0 130984513538008152
33 HOKUYO1 0.205 0 0.31 0 -0 0 130984513539018152
34 HOKUYO1 0.205 0 0.31 0 -0 0 130984513540028152
35 HOKUYO1 0.205 0 0.31 0 -0 0 130984513541038152
36 HOKUYO1 0.205 0 0.31 0 -0 0 130984513542048152
37 HOKUYO1 0.205 0 0.31 0 -0 0 130984513543058152
38 HOKUYO1 0.205 0 0.31 0 -0 0 130984513544078152
39 HOKUYO1 0.205 0 0.31 0 -0 0 130984513545088152
40 HOKUYO1 0.205 0 0.31 0 -0 0 130984513546098152
41 HOKUYO1 0.205 0 0.31 0 -0 0 130984513547108152
42 HOKUYO1 0.205 0 0.31 0 -0 0 130984513548118152
43 HOKUYO1 0.205 0 0.31 0 -0 0 130984513549128152
44 HOKUYO1 0.205 0 0.31 0 -0 0 130984513550148152
45 HOKUYO1 0.205 0 0.31 0 -0 0 130984513551158152
46 HOKUYO1 0.205 0 0.31 0 -0 0 130984513552168152
47 HOKUYO1 0.205 0 0.31 0 -0 0 130984513553178152
48 HOKUYO1 0.205 0 0.31 0 -0 0 130984513554188152
49 HOKUYO1 0.205 0 0.31 0 -0 0 130984513555198152
50 HOKUYO1 0.205 0 0.31 0 -0 0 130984513556208152
51 HOKUYO1 0.205 0 0.31 0 -0 0 130984513557218152
52 HOKUYO1 0.205 0 0.31 0 -0 0 130984513558228152
53 HOKUYO1 0.205 0 0.31 0 -0 0 130984513559248152
54 HOKUYO1 0.205 0 0.31 0 -0 0 130984513560258152
55 HOKUYO1 0.205 0 0.31 0 -0 0 130984513561268152
56 HOKUYO1 0.205 0 0.31 0 -0 0 130984513562278152
57 HOKUYO1 0.205 0 0.31 0 -0 0 130984513563288152
58 HOKUYO1 0.205 0 0.31 0 -0 0 130984513564298152
59 HOKUYO1 0.205 0 0.31 0 -0 0 130984513565308152
60 HOKUYO1 0.205 0 0.31 0 -0 0 130984513566318152
61 HOKUYO1 0.205 0 0.31 0 -0 0 130984513567338152
62 HOKUYO1 0.205 0 0.31 0 -0 0 130984513568348152
63 HOKUYO1 0.205 0 0.31 0 -0 0 130984513569358152
64 HOKUYO1 0.205 0 0.31 0 -0 0 130984513570368152
65 HOKUYO1 0.205 0 0.31 0 -0 0 130984513571378152
66 HOKUYO1 0.205 0 0.31 0 -0 0 130984513572388152
67 HOKUYO1 0.205 0 0.31 0 -0 0 130984513573398152
68 HOKUYO1 0.205 0 0.31 0 -0 0 130984513574408152
69 HOKUYO1 0.205 0 0.31 0 -0 0 130984513575428152
70 HOKUYO1 0.205 0 0.31 0 -0 0 130984513576438152
71 HOKUYO1 0.205 0 0.31 0 -0 0 130984513577448152
72 HOKUYO1 0.205 0 0.31 0 -0 0 130984513578458152
73 HOKUYO1 0.205 0 0.31 0 -0 0 130984513579468152
74 HOKUYO1 0.205 0 0.31 0 -0 0 130984513580478152
75 HOKUYO1 0.205 0 0.31 0 -0 0 130984513581488152
76 HOKUYO1 0.205 0 0.31 0 -0 0 130984513582498152
77 HOKUYO1 0.205 0 0.31 0 -0 0 130984513583508152
78 HOKUYO1 0.205 0 0.31 0 -0 0 130984513584518152
79 HOKUYO1 0.205 0 0.31 0 -0 0 130984513585528152
80 HOKUYO1 0.205 0 0.31 0 -0 0 130984513586538152
81 HOKUYO1 0.205 0 0.31 0 -0 0 130984513587558152
82 HOKUYO1 0.205 0 0.31 0 -0 0 130984513588568152
83 HOKUYO1 0.205 0 0.31 0 -0 0 130984513589578152
84 HOKUYO1 0.205 0 0.31 0 -0 0 130984513590588152
85 HOKUYO1 0.205 0 0.31 0 -0 0 130984513591598152
86 HOKUYO1 0.205 0 0.31 0 -0 0 130984513592608152
87 HOKUYO1 0.205 0 0.31 0 -0 0 130984513593628152
88 HOKUYO1 0.205 0 0.31 0 -0 0 130984513594638152
89 HOKUYO1 0.205 0 0.31 0 -0 0 130984513595648152
90 HOKUYO1 0.205 0 0.31 0 -0 0 130984513596658152
91 HOKUYO1 0.205 0 0.31 0 -0 0 130984513597668152
92 HOKUYO1 0.205 0 0.31 0 -0 0 130984513598678152
93 HOKUYO1 0.205 0 0.31 0 -0 0 130984513599688152
94 HOKUYO1 0.205 0 0.31 0 -0 0 130984513600698152
95 HOKUYO1 0.205 0 0.31 0 -0 0 130984513601708152
96 HOKUYO1 0.205 0 0.31 0 -0 0 130984513602718152
97 HOKUYO1 0.205 0 0.31 0 -0 0 130984513603728152
98 HOKUYO1 0.205 0 0.31 0 -0 0 130984513604748152
99 HOKUYO1 0.205 0 0.31 0 -0 0 130984513605758152
100 HOKUYO1 0.205 0 0.31 0 -0 0 130984513606768152
101 HOKUYO1 0.205 0 0.31 0 -0 0 130984513607778152
102 HOKUYO1 0.205 0 0.31 0 -0 0 130984513608788152
103 HOKUYO1 0.205 0 0.31 0 -0 0 130984513609798152
104 HOKUYO1 0.205 0 0.31 0 -0 0 130984513610808152
105 HOKUYO1 0.205 0 0.31 0 -0 0 130984513611818152
106 HOKUYO1 0.205 0 0.31 0 -0 0 130984513612828152
107 HOKUYO1 0.205 0 0.31 0 -0 0 130984513613838152
108 HOKUYO1 0.205 0 0.31 0 -0 0 130984513614848152
109 HOKUYO1 0.205 0 0.31 0 -0 0 130984513615858152
110 HOKUYO1 0.205 0 0.31 0 -0 0 130984513616868152
111 HOKUYO1 0.205 0 0.31 0 -0 0 130984513617888152
112 HOKUYO1 0.205 0 0.31 0 -0 0 130984513618898152
113 HOKUYO1 0.205 0 0.31 0 -0 0 130984513619908152
114 HOKUYO1 0.205 0 0.31 0 -0 0 130984513620918152
115 HOKUYO1 0.205 0 0.31 0 -0 0 130984513621928152
116 HOKUYO1 0.205 0 0.31 0 -0 0 130984513622938152
117 HOKUYO1 0.205 0 0.31 0 -0 0 130984513623948152
118 HOKUYO1 0.205 0 0.31 0 -0 0 130984513624958152
119 HOKUYO1 0.205 0 0.31 0 -0 0 130984513625978152
120 HOKUYO1 0.205 0 0.31 0 -0 0 130984513626988152
121 HOKUYO1 0.205 0 0.31 0 -0 0 130984513627998152
122 HOKUYO1 0.205 0 0.31 0 -0 0 130984513629008152
123 HOKUYO1 0.205 0 0.31 0 -0 0 130984513630018152
124 HOKUYO1 0.205 0 0.31 0 -0 0 130984513631028152
125 HOKUYO1 0.205 0 0.31 0 -0 0 130984513632038152
126 HOKUYO1 0.205 0 0.31 0 -0 0 130984513633048152
127 HOKUYO1 0.205 0 0.31 0 -0 0 130984513634058152
128 HOKUYO1 0.205 0 0.31 0 -0 0 130984513635078152
129 HOKUYO1 0.205 0 0.31 0 -0 0 130984513636088152
130 HOKUYO1 0.205 0 0.31 0 -0 0 130984513637098152
131 HOKUYO1 0.205 0 0.31 0 -0 0 130984513638108152
132 HOKUYO1 0.205 0 0.31 0 -0 0 130984513639118152
133 HOKUYO1 0.205 0 0.31 0 -0 0 130984513640128152
134 HOKUYO1 0.205 0 0.31 0 -0 0 130984513641138152
135 HOKUYO1 0.205 0 0.31 0 -0 0 130984513642148152
136 HOKUYO1 0.205 0 0.31 0 -0 0 130984513643158152
137 HOKUYO1 0.205 0 0.31 0 -0 0 130984513644178152
138 HOKUYO1 0.205 0 0.31 0 -0 0 130984513645188152
139 HOKUYO1 0.205 0 0.31 0 -0 0 130984513646198152
140 HOKUYO1 0.205 0 0.31 0 -0 0 130984513647208152
141 HOKUYO1 0.205 0 0.31 0 -0 0 130984513648218152
142 HOKUYO1 0.205 0 0.31 0 -0 0 130984513649228152
143 HOKUYO1 0.205 0 0.31 0 -0 0 130984513650238152
144 HOKUYO1 0.205 0 0.31 0 -0 0 130984513651248152
145 HOKUYO1 0.205 0 0.31 0 -0 0 130984513652268152
146 HOKUYO1 0.205 0 0.31 0 -0 0 130984513653278152
147 HOKUYO1 0.205 0 0.31 0 -0 0 130984513654288152
148 HOKUYO1 0.205 0 0.31 0 -0 0 130984513655298152
149 HOKUYO1 0.205 0 0.31 0 -0 0 130984513656308152
150 HOKUYO1 0.205 0 0.31 0 -0 0 130984513657318152
151 HOKUYO1 0.205 0 0.31 0 -0 0 130984513658328152
152 HOKUYO1 0.205 0 0.31 0 -0 0 130984513659338152
153 HOKUYO1 0.205 0 0.31 0 -0 0 130984513660348152
154 HOKUYO1 0.205 0 0.31 0 -0 0 130984513661358152
155 HOKUYO1 0.205 0 0.31 0 -0 0 130984513662368152
156 HOKUYO1 0.205 0 0.31 0 -0 0 130984513663378152
157 HOKUYO1 0.205 0 0.31 0 -0 0 130984513664388152
158 HOKUYO1 0.205 0 0.31 0 -0 0 130984513665398152
159 HOKUYO1 0.205 0 0.31 0 -0 0 130984513666408152
160 HOKUYO1 0.205 0 0.31 0 -0 0 130984513667418152
161 HOKUYO1 0.205 0 0.31 0 -0 0 130984513668438152
162 HOKUYO1 0.205 0 0.31 0 -0 0 130984513669448152
163 HOKUYO1 0.205 0 0.31 0 -0 0 130984513670458152
164 HOKUYO1 0.205 0 0.31 0 -0 0 130984513671468152
165 HOKUYO1 0.205 0 0.31 0 -0 0 130984513672478152
166 HOKUYO1 0.205 0 0.31 0 -0 0 130984513673488152
167 HOKUYO1 0.205 0 0.31 0 -0 0 130984513674508152
168 HOKUYO1 0.205 0 0.31 0 -0 0 130984513675518152
169 HOKUYO1 0.205 0 0.31 0 -0 0 130984513676528152
170 HOKUYO1 0.205 0 0.31 0 -0 0 130984513677538152
171 HOKUYO1 0.205 0 0.31 0 -0 0 130984513678548152
172 HOKUYO1 0.205 0 0.31 0 -0 0 130984513679558152
173 HOKUYO1 0.205 0 0.31 0 -0 0 130984513680568152
174 HOKUYO1 0.205 0 0.31 0 -0 0 130984513681578152
175 HOKUYO1 0.205 0 0.31 0 -0 0 130984513682588152
176 HOKUYO1 0.205 0 0.31 0 -0 0 130984513683608152
177 HOKUYO1 0.205 0 0.31 0 -0 0 130984513684618152
178 HOKUYO1 0.205 0 0.31 0 -0 0 130984513685628152
179 HOKUYO1 0.205 0 0.31 0 -0 0 130984513686638152
180 HOKUYO1 0.205 0 0.31 0 -0 0 130984513687648152
181 HOKUYO1 0.205 0 0.31 0 -0 0 130984513688668152
182 HOKUYO1 0.205 0 0.31 0 -0 0 130984513689678152
183 HOKUYO1 0.205 0 0.31 0 -0 0 130984513690688152
184 HOKUYO1 0.205 0 0.31 0 -0 0 130984513691698152
185 HOKUYO1 0.205 0 0.31 0 -0 0 130984513692708152
186 HOKUYO1 0.205 0 0.31 0 -0 0 130984513693718152
187 HOKUYO1 0.205 0 0.31 0 -0 0 130984513694728152
188 HOKUYO1 0.205 0 0.31 0 -0 0 130984513695748152
189 HOKUYO1 0.205 0 0.31 0 -0 0 130984513696758152
190 HOKUYO1 0.205 0 0.31 0 -0 0 130984513697768152
191 HOKUYO1 0.205 0 0.31 0 -0 0 130984513698778152
192 HOKUYO1 0.205 0 0.31 0 -0 0 130984513699788152
193 HOKUYO1 0.205 0 0.31 0 -0 0 130984513700808152
194 HOKUYO1 0.205 0 0.31 0 -0 0 130984513701818152
195 HOKUYO1 0.205 0 0.31 0 -0 0 130984513702828152
196 HOKUYO1 0.205 0 0.31 0 -0 0 130984513703838152
197 HOKUYO1 0.205 0 0.31 0 -0 0 130984513704848152
198 HOKUYO1 0.205 0 0.31 0 -0 0 130984513705858152
199 HOKUYO1 0.205 0 0.31 0 -0 0 130984513706878152
200 HOKUYO1 0.205 0 0.31 0 -0 0 130984513707888152
201 HOKUYO1 0.205 0 0.31 0 -0 0 130984513708898152
202 HOKUYO1 0.205 0 0.31 0 -0 0 130984513709908152
203 HOKUYO1 0.205 0 0.31 0 -0 0 130984513710928152
204 HOKUYO1 0.205 0 0.31 0 -0 0 130984513711938152
205 HOKUYO1 0.205 0 0.31 0 -0 0 130984513712948152
206 HOKUYO1 0.205 0 0.31 0 -0 0 130984513713958152
207 HOKUYO1 0.205 0 0.31 0 -0 0 130984513714968152
208 HOKUYO1 0.205 0 0.31 0 -0 0 130984513715978152
209 HOKUYO1 0.205 0 0.31 0 -0 0 130984513716988152
210 HOKUYO1 0.205 0 0.31 0 -0 0 130984513717998152
211 HOKUYO1 0.205 0 0.31 0 -0 0 130984513719018152
212 HOKUYO1 0.205 0 0.31 0 -0 0 130984513720028152
213 HOKUYO1 0.205 0 0.31 0 -0 0 130984513721038152
214 HOKUYO1 0.205 0 0.31 0 -0 0 130984513722048152
215 HOKUYO1 0.205 0 0.31 0 -0 0 130984513723058152
216 HOKUYO1 0.205 0 0.31 0 -0 0 130984513724068152
217 HOKUYO1 0.205 0 0.31 0 -0 0 130984513725088152
218 HOKUYO1 0.205 0 0.31 0 -0 0 130984513726098152
219 HOKUYO1 0.205 0 0.31 0 -0 0 130984513727108152
220 HOKUYO1 0.205 0 0.31 0 -0 0 130984513728118152
221 HOKUYO1 0.205 0 0.31 0 -0 0 130984513729128152
222 HOKUYO1 0.205 0 0.31 0 -0 0 130984513730138152
223 HOKUYO1 0.205 0 0.31 0 -0 0 130984513731148152
224 HOKUYO1 0.205 0 0.31 0 -0 0 130984513732158152
225 HOKUYO1 0.205 0 0.31 0 -0 0 130984513733168152
226 HOKUYO1 0.205 0 0.31 0 -0 0 130984513734188152
227 HOKUYO1 0.205 0 0.31 0 -0 0 130984513735198152
228 HOKUYO1 0.205 0 0.31 0 -0 0 130984513736208152
229 HOKUYO1 0.205 0 0.31 0 -0 0 130984513737228152
230 HOKUYO1 0.205 0 0.31 0 -0 0 130984513738238152
