# This file contains information about the (sequence of) observations in the directory with the same name. 
# Its format is: 
# [Observation_id] [sensor_label] [sensor_pose_x] [sensor_pose_y] [sensor_pose_z] [sensor_pose_yaw] [sensor_pose_pitch] [sensor_pose_roll] [time-stamp] 
# Units for the sensor pose are meters and radians. The tiem-stamp holds the the number of 100-nanosecond intervals since January 1, 1601 (UTC). 
1 HOKUYO1 0.205 0 0.31 0 -0 0 130986258534762615
2 HOKUYO1 0.205 0 0.31 0 -0 0 130986258535698617
3 HOKUYO1 0.205 0 0.31 0 -0 0 130986258536790619
4 HOKUYO1 0.205 0 0.31 0 -0 0 130986258537726620
5 HOKUYO1 0.205 0 0.31 0 -0 0 130986258538818622
6 HOKUYO1 0.205 0 0.31 0 -0 0 130986258539754624
7 HOKUYO1 0.205 0 0.31 0 -0 0 130986258540690626
8 HOKUYO1 0.205 0 0.31 0 -0 0 130986258541782627
9 HOKUYO1 0.205 0 0.31 0 -0 0 130986258542718629
10 HOKUYO1 0.205 0 0.31 0 -0 0 130986258543810631
11 HOKUYO1 0.205 0 0.31 0 -0 0 130986258544746633
12 HOKUYO1 0.205 0 0.31 0 -0 0 130986258545746633
13 HOKUYO1 0.205 0 0.31 0 -0 0 130986258546746633
14 HOKUYO1 0.205 0 0.31 0 -0 0 130986258547746633
15 HOKUYO1 0.205 0 0.31 0 -0 0 130986258548746633
16 HOKUYO1 0.205 0 0.31 0 -0 0 130986258549746633
17 HOKUYO1 0.205 0 0.31 0 -0 0 130986258550746633
18 HOKUYO1 0.205 0 0.31 0 -0 0 130986258551746633
19 HOKUYO1 0.205 0 0.31 0 -0 0 130986258552746633
20 HOKUYO1 0.205 0 0.31 0 -0 0 130986258553756633
21 HOKUYO1 0.205 0 0.31 0 -0 0 130986258554756633
22 HOKUYO1 0.205 0 0.31 0 -0 0 130986258555756633
23 HOKUYO1 0.205 0 0.31 0 -0 0 130986258556756633
24 HOKUYO1 0.205 0 0.31 0 -0 0 130986258557766633
25 HOKUYO1 0.205 0 0.31 0 -0 0 130986258558766633
26 HOKUYO1 0.205 0 0.31 0 -0 0 130986258559766633
27 HOKUYO1 0.205 0 0.31 0 -0 0 130986258560766633
28 HOKUYO1 0.205 0 0.31 0 -0 0 130986258561766633
29 HOKUYO1 0.205 0 0.31 0 -0 0 130986258562766633
30 HOKUYO1 0.205 0 0.31 0 -0 0 130986258563776633
31 HOKUYO1 0.205 0 0.31 0 -0 0 130986258564776633
32 HOKUYO1 0.205 0 0.31 0 -0 0 130986258565776633
33 HOKUYO1 0.205 0 0.31 0 -0 0 130986258566776633
34 HOKUYO1 0.205 0 0.31 0 -0 0 130986258567786633
35 HOKUYO1 0.205 0 0.31 0 -0 0 130986258568786633
36 HOKUYO1 0.205 0 0.31 0 -0 0 130986258569786633
37 HOKUYO1 0.205 0 0.31 0 -0 0 130986258570786633
38 HOKUYO1 0.205 0 0.31 0 -0 0 130986258571796633
39 HOKUYO1 0.205 0 0.31 0 -0 0 130986258572796633
40 HOKUYO1 0.205 0 0.31 0 -0 0 130986258573796633
41 HOKUYO1 0.205 0 0.31 0 -0 0 130986258574796633
42 HOKUYO1 0.205 0 0.31 0 -0 0 130986258575796633
43 HOKUYO1 0.205 0 0.31 0 -0 0 130986258576796633
44 HOKUYO1 0.205 0 0.31 0 -0 0 130986258577796633
45 HOKUYO1 0.205 0 0.31 0 -0 0 130986258578806633
46 HOKUYO1 0.205 0 0.31 0 -0 0 130986258579806633
47 HOKUYO1 0.205 0 0.31 0 -0 0 130986258580806633
48 HOKUYO1 0.205 0 0.31 0 -0 0 130986258581806633
49 HOKUYO1 0.205 0 0.31 0 -0 0 130986258582816633
50 HOKUYO1 0.205 0 0.31 0 -0 0 130986258583816633
51 HOKUYO1 0.205 0 0.31 0 -0 0 130986258584816633
52 HOKUYO1 0.205 0 0.31 0 -0 0 130986258585816633
53 HOKUYO1 0.205 0 0.31 0 -0 0 130986258586816633
54 HOKUYO1 0.205 0 0.31 0 -0 0 130986258587816633
55 HOKUYO1 0.205 0 0.31 0 -0 0 130986258588816633
56 HOKUYO1 0.205 0 0.31 0 -0 0 130986258589816633
57 HOKUYO1 0.205 0 0.31 0 -0 0 130986258590816633
58 HOKUYO1 0.205 0 0.31 0 -0 0 130986258591816633
59 HOKUYO1 0.205 0 0.31 0 -0 0 130986258592826633
60 HOKUYO1 0.205 0 0.31 0 -0 0 130986258593826633
61 HOKUYO1 0.205 0 0.31 0 -0 0 130986258594826633
62 HOKUYO1 0.205 0 0.31 0 -0 0 130986258595826633
63 HOKUYO1 0.205 0 0.31 0 -0 0 130986258596826633
64 HOKUYO1 0.205 0 0.31 0 -0 0 130986258597826633
65 HOKUYO1 0.205 0 0.31 0 -0 0 130986258598826633
66 HOKUYO1 0.205 0 0.31 0 -0 0 130986258599826633
67 HOKUYO1 0.205 0 0.31 0 -0 0 130986258600826633
